Member_number,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score
2025,412,8,73.4,1,2,2,122,5
2360,315,6,73.3,1,1,2,112,4
2553,163,14,73.23,2,4,2,242,8
4501,198,13,73.22,2,4,2,242,8
2072,32,12,73.2,4,3,2,432,9
2048,14,12,73.2,4,3,2,432,9
1194,231,9,73.2,2,2,2,222,6
4733,296,9,73.14,1,2,2,122,5
4432,96,10,73.1,3,3,2,332,8
4648,83,9,73.1,3,2,2,322,7
2703,100,9,73.0,3,2,2,322,7
3644,89,7,73.0,3,2,2,322,7
1467,132,5,73.0,3,1,2,312,6
1924,43,14,72.99,4,4,2,442,10
1622,294,10,72.96,1,3,2,132,6
2705,44,6,72.94,4,1,2,412,7
2146,193,6,72.9,2,1,2,212,5
4977,132,9,72.85,3,2,2,322,7
4357,81,9,72.8,3,2,2,322,7
4431,44,14,72.8,4,4,2,442,10
1139,345,9,72.8,1,2,2,122,5
2900,263,12,72.72,2,3,2,232,7
2559,429,6,72.7,1,1,2,112,4
4405,161,10,72.7,2,3,2,232,7
1756,98,9,72.6,3,2,2,322,7
4474,20,11,72.5,4,3,2,432,9
3058,156,8,72.4,2,2,2,222,6
4416,7,16,72.3,4,4,2,442,10
4725,28,10,72.22,4,3,2,432,9
4616,136,13,72.2,3,4,2,342,9
3647,302,5,72.2,1,1,2,112,4
3400,301,12,72.2,1,3,2,132,6
1834,38,7,72.16,4,2,2,422,8
3928,95,10,72.12,3,3,2,332,8
4114,145,10,72.1,2,3,2,232,7
3736,33,12,72.1,4,3,2,432,9
2105,343,5,72.06,1,1,2,112,4
4478,26,9,72.05,4,2,2,422,8
1938,236,10,72.0,2,3,2,232,7
3066,24,12,72.0,4,3,2,432,9
2616,228,8,72.0,2,2,2,222,6
2681,242,6,72.0,2,1,2,212,5
1074,75,10,71.96,3,3,2,332,8
2829,11,10,71.9,4,3,2,432,9
1693,3,12,71.9,4,3,2,432,9
2661,243,8,71.9,2,2,2,222,6
4878,100,7,71.8,3,2,2,322,7
3309,63,16,71.67,3,4,2,342,9
1599,78,13,71.64,3,4,2,342,9
2804,346,9,71.6,1,2,2,122,5
4865,408,5,71.5,1,1,2,112,4
2366,134,13,71.5,3,4,2,342,9
2977,44,12,71.5,4,3,2,432,9
1702,350,12,71.5,1,3,2,132,6
3762,132,11,71.4,3,3,2,332,8
3271,3,6,71.4,4,1,2,412,7
1015,240,7,71.4,2,2,2,222,6
4529,220,10,71.36,2,3,2,232,7
3384,31,10,71.35,4,3,2,432,9
4650,381,11,71.32,1,3,2,132,6
4246,29,8,71.3,4,2,2,422,8
2786,280,7,71.3,2,2,2,222,6
4896,67,8,71.3,3,2,2,322,7
3730,156,8,71.25,2,2,2,222,6
2830,191,11,71.2,2,3,2,232,7
3678,541,6,71.2,1,1,2,112,4
1478,321,8,71.2,1,2,2,122,5
1773,59,9,71.1,3,2,2,322,7
3255,55,17,71.1,4,4,2,442,10
4819,90,12,71.05,3,3,2,332,8
2542,36,8,71.0,4,2,2,422,8
3428,289,8,71.0,1,2,2,122,5
4609,53,4,71.0,4,1,2,412,7
2980,247,7,70.96,2,2,2,222,6
3575,236,11,70.96,2,3,2,232,7
1367,147,5,70.9,2,1,2,212,5
3764,50,12,70.8,4,3,2,432,9
1962,205,10,70.8,2,3,2,232,7
3017,93,6,70.8,3,1,2,312,6
3213,376,7,70.79,1,2,2,122,5
1516,336,4,70.72,1,1,2,112,4
2782,204,9,70.7,2,2,2,222,6
4511,184,7,70.7,2,2,2,222,6
2460,12,9,70.7,4,2,2,422,8
4675,60,10,70.6,3,3,2,332,8
2861,28,12,70.55,4,3,2,432,9
4970,144,7,70.5,2,2,2,222,6
1337,5,4,70.5,4,1,2,412,7
3671,80,9,70.46,3,2,2,322,7
2533,372,7,70.4,1,2,2,122,5
3716,50,9,70.4,4,2,2,422,8
2921,398,9,70.4,1,2,2,122,5
1918,92,4,70.4,3,1,2,312,6
1824,59,9,70.4,3,2,2,322,7
4183,349,17,70.39,1,4,2,142,7
4013,287,9,70.38,1,2,2,122,5
1411,313,4,70.32,1,1,2,112,4
4041,75,10,70.3,3,3,2,332,8
1002,122,8,70.3,3,2,2,322,7
4177,198,10,70.3,2,3,2,232,7
4122,68,9,70.25,3,2,2,322,7
4074,111,9,70.2,3,2,2,322,7
2521,16,10,70.2,4,3,2,432,9
1417,103,10,70.1,3,3,2,332,8
3717,214,10,70.1,2,3,2,232,7
2680,141,8,70.1,3,2,2,322,7
4901,319,8,70.0,1,2,2,122,5
2087,265,10,70.0,2,3,2,232,7
2726,395,8,69.92,1,2,2,122,5
1035,113,14,69.9,3,4,2,342,9
1875,154,5,69.9,2,1,2,212,5
2185,80,11,69.9,3,3,2,332,8
3884,267,5,69.8,2,1,2,212,5
4860,411,13,69.76,1,4,2,142,7
2882,188,11,69.75,2,3,2,232,7
1188,355,8,69.7,1,2,2,122,5
2412,292,6,69.7,1,1,2,112,4
2328,311,7,69.7,1,2,2,122,5
3640,83,8,69.65,3,2,2,322,7
3129,522,6,69.65,1,1,2,112,4
3623,237,4,69.6,2,1,2,212,5
3985,68,15,69.6,3,4,2,342,9
3986,42,12,69.6,4,3,2,432,9
2744,225,8,69.5,2,2,2,222,6
2488,133,7,69.5,3,2,2,322,7
1615,27,12,69.5,4,3,2,432,9
2239,17,12,69.41,4,3,2,432,9
2955,207,15,69.4,2,4,2,242,8
3208,40,12,69.4,4,3,2,432,9
2091,72,11,69.4,3,3,2,332,8
2134,95,7,69.4,3,2,2,322,7
2809,264,6,69.35,2,1,2,212,5
4697,110,12,69.32,3,3,2,332,8
3285,171,7,69.3,2,2,2,222,6
2702,217,9,69.3,2,2,2,222,6
4414,341,7,69.26,1,2,2,122,5
3399,164,15,69.26,2,4,2,242,8
4088,98,10,69.23,3,3,2,332,8
2119,97,8,69.2,3,2,2,322,7
4963,366,8,69.1,1,2,2,122,5
1205,291,10,69.1,1,3,2,132,6
3338,135,9,69.1,3,2,2,322,7
2299,50,7,69.07,4,2,2,422,8
4003,7,9,69.04,4,2,2,422,8
2796,74,12,69.0,3,3,2,332,8
4231,353,5,68.9,1,1,2,112,4
3615,119,10,68.9,3,3,2,332,8
2732,272,10,68.9,2,3,2,232,7
4794,64,11,68.8,3,3,2,332,8
1151,104,5,68.8,3,1,2,312,6
3023,155,9,68.8,2,2,2,222,6
3480,237,12,68.8,2,3,2,232,7
2929,434,4,68.7,1,1,2,112,4
4192,14,15,68.7,4,4,2,442,10
4310,306,7,68.7,1,2,2,122,5
3277,425,7,68.6,1,2,2,122,5
1217,315,8,68.6,1,2,2,122,5
4672,55,7,68.6,4,2,2,422,8
1115,342,8,68.5,1,2,2,122,5
4103,157,9,68.5,2,2,2,222,6
1304,135,7,68.5,3,2,2,322,7
1868,424,7,68.5,1,2,2,122,5
1722,125,13,68.45,3,4,2,342,9
1403,228,10,68.4,2,3,2,232,7
1212,152,8,68.4,2,2,2,222,6
3459,147,9,68.4,2,2,2,222,6
4928,134,3,68.4,3,1,2,312,6
4686,48,13,68.3,4,4,2,442,10
3222,147,10,68.22,2,3,2,232,7
2118,165,5,68.2,2,1,2,212,5
2247,213,11,68.15,2,3,2,232,7
4931,240,14,68.1,2,4,2,242,8
2424,458,6,68.1,1,1,2,112,4
4591,200,9,68.0,2,2,2,222,6
1550,230,7,67.95,2,2,2,222,6
4489,41,8,67.94,4,2,2,422,8
3664,214,8,67.9,2,2,2,222,6
2020,41,9,67.8,4,2,2,422,8
1937,74,13,67.8,3,4,2,342,9
2842,154,4,67.8,2,1,2,212,5
2462,280,5,67.78,2,1,2,212,5
4899,292,9,67.7,1,2,2,122,5
1867,276,11,67.7,2,3,2,232,7
2923,423,5,67.6,1,1,2,112,4
1125,41,11,67.56,4,3,2,432,9
2712,95,13,67.54,3,4,2,342,9
2583,279,5,67.5,2,1,2,212,5
4823,470,8,67.46,1,2,2,122,5
3698,122,11,67.45,3,3,2,332,8
3798,117,6,67.36,3,1,2,312,6
1815,122,11,67.3,3,3,2,332,8
2314,35,10,67.3,4,3,2,432,9
1128,178,10,67.25,2,3,2,232,7
1747,378,11,67.2,1,3,2,132,6
1680,385,6,67.2,1,1,2,112,4
2635,104,6,67.2,3,1,2,312,6
1831,355,7,67.15,1,2,2,122,5
4684,404,10,67.1,1,3,2,132,6
2914,30,9,67.1,4,2,2,422,8
4781,38,6,67.1,4,1,2,412,7
1270,249,6,67.06,2,1,2,212,5
3168,14,12,67.0,4,3,2,432,9
1829,194,8,67.0,2,2,2,222,6
1562,233,6,66.9,2,1,2,212,5
3650,166,6,66.9,2,1,2,212,5
1230,41,13,66.85,4,4,2,442,10
2402,115,10,66.83,3,3,2,332,8
4061,235,6,66.8,2,1,2,212,5
1307,191,12,66.7,2,3,2,232,7
1784,95,7,66.7,3,2,2,322,7
2085,252,8,66.7,2,2,2,222,6
1140,187,8,66.7,2,2,2,222,6
1883,55,10,66.7,4,3,2,432,9
4294,27,14,66.6,4,4,2,442,10
4607,15,8,66.6,4,2,2,422,8
2880,57,8,66.5,4,2,2,422,8
1518,19,7,66.45,4,2,2,422,8
4561,482,9,66.4,1,2,2,122,5
1070,420,4,66.4,1,1,2,112,4
3953,231,9,66.3,2,2,2,222,6
4360,310,6,66.25,1,1,2,112,4
4159,2,6,66.2,4,1,2,412,7
4748,15,12,66.2,4,3,2,432,9
4732,392,2,66.2,1,1,2,112,4
2780,80,6,66.2,3,1,2,312,6
3183,145,7,66.1,2,2,2,222,6
2044,14,9,66.01,4,2,2,422,8
4075,359,8,66.0,1,2,2,122,5
2983,110,4,66.0,3,1,2,312,6
1527,0,14,65.9,4,4,2,442,10
1082,596,5,65.8,1,1,2,112,4
2058,209,12,65.76,2,3,2,232,7
1795,271,4,65.75,2,1,2,212,5
2622,90,11,65.7,3,3,2,332,8
2917,582,6,65.7,1,1,2,112,4
4544,343,12,65.65,1,3,2,132,6
2623,81,9,65.5,3,2,2,322,7
4238,18,8,65.5,4,2,2,422,8
2261,184,13,65.5,2,4,2,242,8
1781,207,6,65.46,2,1,2,212,5
4403,101,11,65.45,3,3,2,332,8
3010,138,11,65.44,3,3,2,332,8
3612,94,14,65.44,3,4,2,342,9
4100,252,8,65.35,2,2,2,222,6
3256,153,9,65.3,2,2,2,222,6
2528,72,7,65.3,3,2,2,322,7
2165,115,12,65.3,3,3,2,332,8
3740,590,2,65.2,1,1,2,112,4
4532,31,6,65.1,4,1,2,412,7
2749,191,7,65.1,2,2,2,222,6
3123,380,9,65.1,1,2,2,122,5
4654,472,7,65.06,1,2,2,122,5
1926,75,6,65.0,3,1,2,312,6
4348,263,12,65.0,2,3,2,232,7
2257,229,8,64.9,2,2,2,222,6
3760,38,15,64.76,4,4,2,442,10
3516,17,7,64.7,4,2,2,422,8
3520,51,11,64.67,4,3,2,432,9
3394,17,7,64.66,4,2,2,422,8
1031,76,7,64.6,3,2,2,322,7
4716,304,4,64.6,1,1,2,112,4
3324,128,11,64.5,3,3,2,332,8
2420,94,9,64.5,3,2,2,322,7
3457,416,6,64.43,1,1,2,112,4
3802,76,4,64.4,3,1,2,312,6
4370,572,8,64.35,1,2,2,122,5
3534,49,6,64.3,4,1,2,412,7
2470,230,11,64.3,2,3,2,232,7
4381,91,6,64.3,3,1,2,312,6
4260,44,12,64.2,4,3,2,432,9
2203,186,2,64.2,2,1,2,212,5
3374,125,5,64.2,3,1,2,312,6
2824,23,9,64.2,4,2,2,422,8
1332,28,15,64.1,4,4,2,442,10
2023,121,7,64.1,3,2,2,322,7
2309,1,12,64.07,4,3,2,432,9
1195,56,6,64.06,4,1,2,412,7
4723,222,6,64.0,2,1,2,212,5
3440,9,6,63.9,4,1,2,412,7
2503,325,2,63.9,1,1,2,112,4
1274,538,7,63.88,1,2,2,122,5
3485,161,6,63.8,2,1,2,212,5
1413,381,7,63.8,1,2,2,122,5
4457,118,10,63.8,3,3,2,332,8
1319,134,9,63.8,3,2,2,322,7
3925,280,8,63.72,2,2,2,222,6
4582,47,9,63.7,4,2,2,422,8
3837,232,5,63.6,2,1,2,212,5
4687,98,10,63.6,3,3,2,332,8
4404,446,7,63.6,1,2,2,122,5
1514,128,10,63.54,3,3,2,332,8
2111,308,8,63.51,1,2,2,122,5
3784,199,9,63.5,2,2,2,222,6
4770,594,7,63.5,1,2,2,122,5
3567,87,5,63.5,3,1,2,312,6
4602,126,3,63.5,3,1,2,312,6
3895,564,10,63.45,1,3,2,132,6
2548,5,10,63.45,4,3,2,432,9
4390,344,5,63.4,1,1,2,112,4
4957,515,6,63.4,1,1,2,112,4
3984,330,6,63.4,1,1,2,112,4
3934,243,11,63.36,2,3,2,232,7
2823,439,5,63.3,1,1,2,112,4
1446,484,8,63.26,1,2,2,122,5
2807,180,11,63.2,2,3,2,232,7
2924,41,11,63.16,4,3,2,432,9
1351,307,6,63.1,1,1,2,112,4
1718,291,7,62.95,1,2,2,122,5
2750,107,8,62.95,3,2,2,322,7
2664,101,8,62.9,3,2,2,322,7
1249,445,5,62.8,1,1,2,112,4
3705,114,11,62.8,3,3,2,332,8
3088,27,8,62.8,4,2,2,422,8
2135,339,8,62.8,1,2,2,122,5
2260,61,8,62.75,3,2,2,322,7
2935,355,10,62.7,1,3,2,132,6
4244,60,10,62.7,3,3,2,332,8
1362,85,5,62.7,3,1,2,312,6
1774,145,12,62.65,2,3,2,232,7
2351,358,6,62.64,1,1,2,112,4
1644,535,5,62.62,1,1,2,112,4
3666,262,12,62.6,2,3,2,232,7
4193,122,8,62.54,3,2,2,322,7
1846,31,12,62.5,4,3,2,432,9
1365,58,12,62.5,3,3,2,332,8
1495,355,9,62.5,1,2,2,122,5
2034,80,6,62.46,3,1,2,312,6
1903,295,10,62.45,1,3,2,132,6
4578,478,9,62.44,1,2,2,122,5
2489,8,10,62.42,4,3,2,432,9
3690,223,12,62.4,2,3,2,232,7
3869,151,8,62.4,2,2,2,222,6
4935,272,8,62.4,2,2,2,222,6
4726,175,8,62.4,2,2,2,222,6
1295,160,8,62.35,2,2,2,222,6
4284,77,10,62.3,3,3,2,332,8
1049,116,8,62.3,3,2,2,322,7
4604,21,4,62.3,4,1,2,412,7
3978,160,4,62.3,2,1,2,212,5
2148,164,10,62.25,2,3,2,232,7
3952,61,9,62.16,3,2,2,322,7
3316,357,7,62.16,1,2,2,122,5
4475,271,5,62.1,2,1,2,212,5
2669,97,11,62.1,3,3,2,332,8
1207,46,8,62.06,4,2,2,422,8
4583,310,10,62.05,1,3,2,132,6
3961,6,10,61.9,4,3,2,432,9
4597,170,6,61.9,2,1,2,212,5
4876,312,8,61.9,1,2,2,122,5
2698,340,8,61.8,1,2,2,122,5
2624,134,4,61.8,3,1,2,312,6
2912,336,11,61.79,1,3,2,132,6
1331,31,9,61.75,4,2,2,422,8
3086,270,12,61.74,2,3,2,232,7
3463,97,8,61.74,3,2,2,322,7
4157,360,6,61.7,1,1,2,112,4
4873,118,7,61.7,3,2,2,322,7
1223,30,10,61.6,4,3,2,432,9
1864,94,8,61.6,3,2,2,322,7
1202,161,10,61.6,2,3,2,232,7
4410,79,11,61.55,3,3,2,332,8
3424,136,11,61.54,3,3,2,332,8
2741,93,12,61.5,3,3,2,332,8
3927,21,9,61.5,4,2,2,422,8
4629,44,10,61.42,4,3,2,432,9
1849,188,8,61.42,2,2,2,222,6
3145,44,8,61.4,4,2,2,422,8
1678,46,8,61.4,4,2,2,422,8
4744,63,15,61.4,3,4,2,342,9
2115,42,7,61.4,4,2,2,422,8
4508,84,13,61.4,3,4,2,342,9
4991,373,10,61.34,1,3,2,132,6
3754,342,6,61.3,1,1,2,112,4
3379,343,5,61.3,1,1,2,112,4
3020,125,8,61.3,3,2,2,322,7
2508,3,9,61.25,4,2,2,422,8
1904,256,6,61.2,2,1,2,212,5
1525,431,5,61.1,1,1,2,112,4
1370,178,11,61.1,2,3,2,232,7
2639,48,8,61.1,4,2,2,422,8
3987,133,11,61.05,3,3,2,332,8
4622,475,8,60.94,1,2,2,122,5
4264,233,9,60.9,2,2,2,222,6
3616,420,7,60.9,1,2,2,122,5
1629,205,6,60.9,2,1,2,212,5
2125,188,6,60.9,2,1,2,212,5
3742,130,4,60.86,3,1,2,312,6
4359,97,9,60.85,3,2,2,322,7
4450,153,7,60.8,2,2,2,222,6
2945,164,5,60.8,2,1,2,212,5
2956,28,11,60.8,4,3,2,432,9
1298,156,7,60.8,2,2,2,222,6
3551,159,9,60.7,2,2,2,222,6
1489,190,13,60.7,2,4,2,242,8
2606,338,8,60.7,1,2,2,122,5
3220,53,12,60.7,4,3,2,432,9
3420,306,6,60.7,1,1,2,112,4
1003,323,8,60.65,1,2,2,122,5
4285,1,8,60.65,4,2,2,422,8
2388,406,8,60.62,1,2,2,122,5
3912,358,7,60.6,1,2,2,122,5
2699,32,10,60.55,4,3,2,432,9
3219,148,7,60.54,2,2,2,222,6
3921,419,8,60.4,1,2,2,122,5
1536,242,8,60.4,2,2,2,222,6
4016,253,6,60.4,2,1,2,212,5
2685,84,12,60.4,3,3,2,332,8
4620,294,9,60.36,1,2,2,122,5
2927,330,10,60.36,1,3,2,132,6
2920,80,11,60.3,3,3,2,332,8
2904,104,9,60.3,3,2,2,322,7
3731,423,9,60.22,1,2,2,122,5
1533,53,6,60.14,4,1,2,412,7
1847,257,9,60.05,2,2,2,222,6
2422,49,10,60.0,4,3,2,432,9
3252,130,12,60.0,3,3,2,332,8
4954,97,8,60.0,3,2,2,322,7
4116,243,8,60.0,2,2,2,222,6
3452,59,8,60.0,3,2,2,322,7
4881,155,8,59.94,2,2,2,222,6
1174,322,11,59.9,1,3,2,132,6
1822,302,12,59.9,1,3,2,132,6
4965,80,4,59.9,3,1,2,312,6
3515,180,12,59.8,2,3,2,232,7
2172,303,5,59.8,1,1,2,112,4
3382,412,10,59.75,1,3,2,132,6
4507,137,6,59.7,3,1,2,312,6
1346,236,7,59.7,2,2,2,222,6
4664,218,8,59.6,2,2,2,222,6
2899,36,11,59.6,4,3,2,432,9
3157,448,7,59.52,1,2,2,122,5
4053,283,6,59.5,1,1,2,112,4
4571,269,6,59.5,2,1,2,212,5
2965,571,6,59.45,1,1,2,112,4
4665,307,8,59.42,1,2,2,122,5
1791,454,8,59.4,1,2,2,122,5
3006,3,7,59.3,4,2,2,422,8
2536,53,7,59.3,4,2,2,422,8
1902,29,7,59.22,4,2,2,422,8
1512,101,10,59.21,3,3,2,332,8
4256,590,6,59.2,1,1,2,112,4
2802,380,8,59.2,1,2,2,122,5
2264,352,8,59.2,1,2,2,122,5
4586,460,7,59.1,1,2,2,122,5
2598,49,3,59.1,4,1,2,412,7
1064,158,7,59.1,2,2,2,222,6
3838,16,6,59.1,4,1,2,412,7
2078,75,6,59.04,3,1,2,312,6
3415,217,6,59.0,2,1,2,212,5
4593,134,10,59.0,3,3,2,332,8
4477,318,7,58.95,1,2,2,122,5
1751,280,10,58.9,2,3,2,232,7
1214,354,6,58.9,1,1,2,112,4
4919,275,8,58.9,2,2,2,222,6
2195,173,8,58.76,2,2,2,222,6
1088,30,9,58.75,4,2,2,422,8
3772,94,8,58.72,3,2,2,322,7
2994,536,6,58.7,1,1,2,112,4
2276,353,7,58.7,1,2,2,122,5
1240,260,12,58.64,2,3,2,232,7
1764,45,11,58.6,4,3,2,432,9
2934,108,9,58.5,3,2,2,322,7
4377,310,11,58.5,1,3,2,132,6
1037,14,10,58.44,4,3,2,432,9
4254,138,6,58.42,3,1,2,312,6
2557,68,6,58.4,3,1,2,312,6
3110,525,6,58.4,1,1,2,112,4
2846,98,6,58.36,3,1,2,312,6
3021,334,10,58.3,1,3,2,132,6
3859,91,4,58.3,3,1,2,312,6
4369,127,10,58.3,3,3,2,332,8
4166,54,14,58.26,4,4,2,442,10
1995,201,15,58.22,2,4,2,242,8
1024,142,4,58.2,2,1,2,212,5
1597,328,8,58.2,1,2,2,122,5
1056,51,6,58.2,4,1,2,412,7
1306,40,9,58.19,4,2,2,422,8
4065,176,13,58.04,2,4,2,242,8
2076,26,8,58.0,4,2,2,422,8
1348,104,6,58.0,3,1,2,312,6
4833,295,7,57.95,1,2,2,122,5
4198,287,5,57.9,1,1,2,112,4
3861,176,9,57.85,2,3,2,232,7
1268,437,9,57.8,1,3,2,132,6
1095,61,8,57.76,3,2,2,322,7
3816,12,9,57.7,4,3,2,432,9
4125,199,11,57.6,2,3,2,232,7
4009,169,11,57.6,2,3,2,232,7
4161,97,5,57.6,3,1,2,312,6
1676,80,10,57.6,3,3,2,332,8
2282,233,3,57.6,2,1,2,212,5
1772,58,8,57.5,3,2,2,322,7
1547,256,7,57.5,2,2,2,222,6
2361,88,8,57.5,3,2,2,322,7
3851,234,7,57.5,2,2,2,222,6
1199,20,13,57.5,4,4,2,442,10
2531,493,4,57.5,1,1,2,112,4
4219,75,8,57.5,3,2,2,322,7
1763,3,7,57.45,4,2,2,422,8
4035,149,12,57.4,2,3,2,232,7
1664,273,10,57.4,2,3,2,232,7
2875,59,7,57.4,3,2,2,322,7
1246,366,8,57.4,1,2,2,122,5
2679,379,6,57.39,1,1,2,112,4
2326,31,9,57.3,4,3,2,432,9
2471,139,9,57.3,3,3,2,332,8
4547,346,6,57.3,1,1,2,112,4
3257,320,11,57.25,1,3,2,132,6
3840,155,10,57.22,2,3,2,232,7
4898,157,6,57.2,2,1,2,212,5
1953,296,4,57.2,1,1,2,112,4
1578,190,8,57.2,2,2,2,222,6
2657,223,6,57.2,2,1,2,212,5
3936,511,4,57.15,1,1,2,112,4
2472,347,8,57.1,1,2,2,122,5
4768,292,4,57.0,1,1,2,112,4
1302,92,10,56.96,3,3,2,332,8
2506,3,8,56.9,4,2,2,422,8
1988,113,6,56.9,3,1,2,312,6
3594,110,4,56.8,3,1,2,312,6
2933,268,8,56.8,2,2,2,222,6
2158,151,11,56.8,2,3,2,232,7
4089,87,6,56.65,3,1,2,312,6
1843,24,9,56.65,4,3,2,432,9
2371,122,6,56.6,3,1,2,312,6
3310,230,11,56.55,2,3,2,232,7
4443,415,7,56.5,1,2,2,122,5
2837,102,11,56.45,3,3,2,332,8
2444,196,8,56.43,2,2,2,222,6
2106,36,12,56.4,4,3,2,432,9
3202,46,7,56.4,4,2,2,422,8
3893,259,11,56.34,2,3,2,232,7
2671,156,8,56.3,2,2,2,222,6
3055,134,5,56.2,3,1,2,312,6
4173,233,4,56.2,2,1,2,212,5
4132,393,9,56.16,1,3,2,132,6
4619,197,5,56.1,2,1,2,212,5
3750,227,6,56.1,2,1,2,212,5
1498,63,8,56.1,3,2,2,322,7
1394,220,4,56.1,2,1,2,212,5
1739,213,4,55.9,2,1,2,212,5
3975,306,4,55.8,1,1,2,112,4
2939,149,8,55.8,2,2,2,222,6
4705,222,10,55.8,2,3,2,232,7
4343,9,7,55.78,4,2,2,422,8
2458,129,6,55.7,3,1,2,312,6
4909,65,6,55.7,3,1,2,312,6
3279,399,7,55.69,1,2,2,122,5
4966,339,6,55.6,1,1,2,112,4
3896,111,11,55.6,3,3,2,332,8
1517,151,9,55.5,2,3,2,232,7
3265,21,7,55.5,4,2,2,422,8
4752,226,8,55.45,2,2,2,222,6
3770,351,3,55.4,1,1,2,112,4
2010,11,12,55.34,4,3,2,432,9
4709,509,6,55.3,1,1,2,112,4
2843,16,9,55.3,4,3,2,432,9
3781,98,7,55.3,3,2,2,322,7
1717,51,8,55.3,4,2,2,422,8
2074,10,11,55.2,4,3,2,432,9
2936,205,4,55.2,2,1,2,212,5
3696,423,5,55.1,1,1,2,112,4
1912,130,6,55.1,3,1,2,312,6
2249,215,4,55.1,2,1,2,212,5
1291,285,12,55.0,1,3,2,132,6
4080,180,8,54.9,2,2,2,222,6
1961,15,12,54.9,4,3,2,432,9
1386,152,6,54.8,2,1,2,212,5
1689,386,5,54.8,1,1,2,112,4
1981,60,4,54.7,3,1,2,312,6
3525,319,9,54.7,1,3,2,132,6
3554,160,8,54.7,2,2,2,222,6
4245,209,9,54.6,2,3,2,232,7
1451,337,6,54.56,1,1,2,112,4
1852,478,9,54.52,1,3,2,132,6
1143,249,12,54.5,2,3,2,232,7
4655,150,10,54.5,2,3,2,232,7
1449,88,9,54.45,3,3,2,332,8
2032,155,7,54.45,2,2,2,222,6
1150,26,10,54.4,4,3,2,432,9
2903,144,12,54.4,2,3,2,232,7
3040,445,4,54.4,1,1,2,112,4
2205,298,8,54.3,1,2,2,122,5
4439,131,8,54.3,3,2,2,322,7
2943,193,8,54.23,2,2,2,222,6
4420,308,6,54.2,1,1,2,112,4
4559,232,10,54.2,2,3,2,232,7
3024,372,5,54.2,1,1,2,112,4
2891,181,5,54.15,2,1,2,212,5
3813,346,5,54.1,1,1,2,112,4
3068,194,7,54.1,2,2,2,222,6
1163,16,9,54.1,4,3,2,432,9
3330,157,5,54.0,2,1,2,212,5
4466,118,9,54.0,3,3,2,332,8
1301,57,7,54.0,4,2,2,422,8
4764,94,8,53.95,3,2,2,322,7
3787,97,9,53.95,3,3,2,332,8
1803,232,9,53.9,2,3,2,232,7
4649,451,11,53.86,1,3,2,132,6
1000,35,13,53.8,4,4,2,442,10
2740,181,4,53.8,2,1,2,212,5
2368,49,8,53.8,4,2,2,422,8
4200,555,3,53.76,1,1,2,112,4
3697,88,10,53.73,3,3,2,332,8
3473,267,6,53.72,2,1,2,212,5
2281,64,2,53.7,3,1,2,312,6
2147,48,9,53.6,4,3,2,432,9
3667,382,9,53.6,1,3,2,132,6
2080,253,5,53.6,2,1,2,212,5
2620,16,8,53.55,4,2,2,422,8
4711,104,8,53.55,3,2,2,322,7
2763,320,10,53.54,1,3,2,132,6
4513,56,5,53.49,4,1,2,412,7
3401,93,10,53.4,3,3,2,332,8
1021,53,8,53.4,4,2,2,422,8
4790,137,11,53.39,3,3,2,332,8
4385,43,5,53.38,4,1,2,412,7
1580,25,16,53.35,4,4,2,442,10
4422,437,6,53.32,1,1,2,112,4
1111,40,11,53.3,4,3,2,432,9
1138,119,6,53.3,3,1,2,312,6
3577,232,7,53.3,2,2,2,222,6
4615,427,5,53.3,1,1,2,112,4
4341,430,7,53.23,1,2,2,122,5
2908,290,8,53.2,1,2,2,122,5
4771,369,7,53.2,1,2,2,122,5
1679,22,11,53.2,4,3,2,432,9
1964,394,10,53.17,1,3,2,132,6
2586,65,5,53.1,3,1,2,312,6
2108,90,6,53.1,3,1,2,312,6
2527,141,5,53.1,3,1,2,312,6
2352,239,6,53.09,2,1,2,212,5
4944,88,9,53.05,3,3,2,332,8
2064,131,8,53.0,3,2,2,322,7
1524,25,9,52.8,4,3,2,432,9
4149,285,9,52.8,1,3,2,132,6
1669,133,9,52.74,3,3,2,332,8
4950,252,9,52.72,2,3,2,232,7
3815,106,9,52.6,3,3,2,332,8
3513,123,7,52.5,3,2,2,322,7
1378,79,4,52.5,3,1,2,312,6
3897,129,13,52.5,3,4,2,342,9
3249,373,4,52.35,1,1,2,112,4
3941,415,3,52.34,1,1,2,112,4
2576,370,4,52.3,1,1,2,112,4
2323,368,6,52.3,1,1,2,112,4
2833,138,4,52.3,3,1,2,312,6
3411,194,8,52.3,2,2,2,222,6
4115,222,11,52.22,2,3,2,232,7
3378,351,9,52.2,1,3,2,132,6
2831,358,9,52.2,1,3,2,132,6
3387,234,7,52.12,2,2,2,222,6
2768,363,7,52.1,1,2,2,122,5
4271,376,5,52.04,1,1,2,112,4
1101,367,7,52.0,1,2,2,122,5
2397,87,6,51.94,3,1,2,312,6
1253,193,6,51.94,2,1,2,212,5
2109,63,10,51.9,3,3,2,332,8
1485,171,4,51.9,2,1,2,212,5
3253,193,4,51.9,2,1,2,212,5
2890,248,6,51.86,2,1,2,212,5
4856,346,8,51.85,1,2,2,122,5
2007,37,6,51.85,4,1,2,412,7
1186,248,9,51.83,2,3,2,232,7
